UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,MONTH,DISTANCE
04Q,Tradewind Aviation,13535,MVL,12197,HPN,1,395.7461741271158
04Q,Tradewind Aviation,12197,HPN,13535,MVL,1,395.7461741271158
04Q,Tradewind Aviation,10792,BUF,10540,BED,1,610.1171029824131
04Q,Tradewind Aviation,13303,MIA,15167,TEB,1,1769.9548793585968
04Q,Tradewind Aviation,14259,PSM,12197,HPN,1,326.5802200929705
04Q,Tradewind Aviation,10472,B21,10927,CDW,1,572.9986298568515
04Q,Tradewind Aviation,10472,B21,11456,DXR,1,490.3605615497556
04Q,Tradewind Aviation,10927,CDW,10472,B21,1,572.9986298568515
04Q,Tradewind Aviation,11456,DXR,10472,B21,1,490.3605615497556
04Q,Tradewind Aviation,11456,DXR,13535,MVL,1,358.70846040312983
04Q,Tradewind Aviation,10557,BFD,12197,HPN,1,419.1947734094331
04Q,Tradewind Aviation,11615,EWB,15167,TEB,1,275.1520080691129
04Q,Tradewind Aviation,12119,HGR,12197,HPN,1,372.3346336129996
04Q,Tradewind Aviation,13535,MVL,12197,HPN,1,395.7461741271158
04Q,Tradewind Aviation,13984,OWD,15167,TEB,1,282.85485462731737
04Q,Tradewind Aviation,13987,OXC,10577,BGM,1,249.20004115317624
04Q,Tradewind Aviation,13987,OXC,13685,NJ1,1,243.1523505556382
04Q,Tradewind Aviation,13184,MBS,12197,HPN,1,895.3151217477534
04Q,Tradewind Aviation,15382,TVI,15167,TEB,1,1414.554202026988
04Q,Tradewind Aviation,12899,LBF,15041,SUN,1,1148.592160054743
04Q,Tradewind Aviation,11503,EGE,11042,CLE,1,2119.825773349189
04Q,Tradewind Aviation,11259,DAL,15167,TEB,1,2206.0864860844667
04Q,Tradewind Aviation,13125,LWM,14255,PSF,1,180.3561922447978
04Q,Tradewind Aviation,13125,LWM,12397,ITH,1,437.2884757085417
04Q,Tradewind Aviation,14122,PIT,14100,PHL,1,429.6006556559649
04Q,Tradewind Aviation,12264,IAD,12197,HPN,1,397.0353885800173
04Q,Tradewind Aviation,12397,ITH,13125,LWM,1,437.2884757085417
04Q,Tradewind Aviation,11764,FRG,10257,ALB,1,226.94605512225525
04Q,Tradewind Aviation,11764,FRG,10540,BED,1,262.06539215273096
04Q,Tradewind Aviation,10397,ATL,12197,HPN,1,1255.4312558036927
04Q,Tradewind Aviation,10540,BED,10792,BUF,1,610.1171029824131
04Q,Tradewind Aviation,10540,BED,10154,ACK,1,169.3113078094161
04Q,Tradewind Aviation,10540,BED,11764,FRG,1,262.06539215273096
04Q,Tradewind Aviation,10540,BED,15167,TEB,1,292.3348717019576
04Q,Tradewind Aviation,12197,HPN,12153,HLG,1,593.8168773964702
04Q,Tradewind Aviation,12197,HPN,13505,MTN,1,300.5260888782531
04Q,Tradewind Aviation,12197,HPN,14259,PSM,1,326.5802200929705
04Q,Tradewind Aviation,12197,HPN,10154,ACK,1,306.0312326763208
04Q,Tradewind Aviation,12197,HPN,10557,BFD,1,419.1947734094331
04Q,Tradewind Aviation,12197,HPN,12119,HGR,1,372.3346336129996
04Q,Tradewind Aviation,12197,HPN,12899,LBF,1,2251.3976283200686
04Q,Tradewind Aviation,12197,HPN,11259,DAL,1,2241.401138368946
04Q,Tradewind Aviation,12197,HPN,12264,IAD,1,397.0353885800173
04Q,Tradewind Aviation,12197,HPN,10397,ATL,1,1255.4312558036927
04Q,Tradewind Aviation,12197,HPN,10540,BED,1,254.0960024980275
04Q,Tradewind Aviation,12197,HPN,10721,BOS,1,266.5056816385613
04Q,Tradewind Aviation,12197,HPN,14843,SJU,1,2620.936377110964
04Q,Tradewind Aviation,12197,HPN,13541,MVY,1,261.22548965591733
04Q,Tradewind Aviation,10721,BOS,12197,HPN,1,266.5056816385613
04Q,Tradewind Aviation,10721,BOS,15167,TEB,1,304.5982955569982
04Q,Tradewind Aviation,14843,SJU,15027,STX,1,151.10856607195652
04Q,Tradewind Aviation,15167,TEB,13303,MIA,1,1769.9548793585968
04Q,Tradewind Aviation,15167,TEB,13731,NPT,1,244.60546976722551
04Q,Tradewind Aviation,15167,TEB,10154,ACK,1,338.43579635188087
04Q,Tradewind Aviation,15167,TEB,13184,MBS,1,876.9743054440492
04Q,Tradewind Aviation,15167,TEB,15382,TVI,1,1414.554202026988
04Q,Tradewind Aviation,15167,TEB,10540,BED,1,292.3348717019576
04Q,Tradewind Aviation,15167,TEB,10721,BOS,1,304.5982955569982
04Q,Tradewind Aviation,15167,TEB,11790,FTY,1,1212.475869515542
04Q,Tradewind Aviation,15167,TEB,13535,MVL,1,426.3970888078381
04Q,Tradewind Aviation,15167,TEB,10785,BTV,1,409.5131529078826
04Q,Tradewind Aviation,15167,TEB,13296,MHT,1,317.53236323413205
04Q,Tradewind Aviation,11790,FTY,15167,TEB,1,1212.475869515542
04Q,Tradewind Aviation,15041,SUN,11775,FSD,1,1412.220273318835
04Q,Tradewind Aviation,10519,BCT,15096,SYR,1,1896.390777222853
04Q,Tradewind Aviation,15027,STX,15024,STT,1,72.98716843034373
04Q,Tradewind Aviation,10577,BGM,13987,OXC,1,249.20004115317624
04Q,Tradewind Aviation,12153,HLG,12197,HPN,1,593.8168773964702
04Q,Tradewind Aviation,12587,JZI,12197,HPN,1,1211.2708137572258
04Q,Tradewind Aviation,13505,MTN,12197,HPN,1,300.5260888782531
04Q,Tradewind Aviation,13685,NJ1,13987,OXC,1,243.1523505556382
04Q,Tradewind Aviation,10154,ACK,12197,HPN,1,306.0312326763208
04Q,Tradewind Aviation,10154,ACK,15167,TEB,1,338.43579635188087
04Q,Tradewind Aviation,13731,NPT,15167,TEB,1,244.60546976722551
04Q,Tradewind Aviation,14255,PSF,13125,LWM,1,180.3561922447978
04Q,Tradewind Aviation,14488,RDG,11764,FRG,1,219.0837218795324
04Q,Tradewind Aviation,10257,ALB,14488,RDG,1,319.1534857530271
04Q,Tradewind Aviation,15427,UBF,12197,HPN,1,317.77506719290926
04Q,Tradewind Aviation,10785,BTV,15167,TEB,1,409.5131529078826
04Q,Tradewind Aviation,10785,BTV,11456,DXR,1,345.77287102935554
04Q,Tradewind Aviation,11775,FSD,12197,HPN,1,1907.938252660298
04Q,Tradewind Aviation,13535,MVL,12197,HPN,2,395.7461741271158
04Q,Tradewind Aviation,13987,OXC,13535,MVL,2,342.4562691045857
04Q,Tradewind Aviation,12197,HPN,13987,OXC,2,66.17714566748207
04Q,Tradewind Aviation,12197,HPN,13535,MVL,2,395.7461741271158
04Q,Tradewind Aviation,10792,BUF,11764,FRG,2,504.3764624349426
04Q,Tradewind Aviation,15380,TVC,15167,TEB,2,1033.6039711590263
04Q,Tradewind Aviation,15016,STL,12197,HPN,2,1442.0873935028235
04Q,Tradewind Aviation,14259,PSM,12932,LEB,2,134.3468136899531
04Q,Tradewind Aviation,12119,HGR,12197,HPN,2,372.3346336129996
04Q,Tradewind Aviation,10874,CAK,12197,HPN,2,649.3092242128184
04Q,Tradewind Aviation,13398,MMU,14711,SCE,2,288.8558646507102
04Q,Tradewind Aviation,13398,MMU,11764,FRG,2,84.72335107524387
04Q,Tradewind Aviation,13535,MVL,10540,BED,2,253.20300772346192
04Q,Tradewind Aviation,13535,MVL,12197,HPN,2,395.7461741271158
04Q,Tradewind Aviation,13541,MVY,12197,HPN,2,261.22548965591733
04Q,Tradewind Aviation,10821,BWI,14307,PVD,2,526.0169035706149
04Q,Tradewind Aviation,10990,CHO,12197,HPN,2,520.6102747894091
04Q,Tradewind Aviation,16091,YIP,15167,TEB,2,802.6755261519645
04Q,Tradewind Aviation,10171,ADS,14050,PDK,2,1166.9191475060506
04Q,Tradewind Aviation,10198,AGC,15070,SWF,2,505.6224133593173
04Q,Tradewind Aviation,10158,ACY,10519,BCT,2,1543.1831043681425
04Q,Tradewind Aviation,10348,ARB,15167,TEB,2,819.9419740609256
04Q,Tradewind Aviation,14711,SCE,13398,MMU,2,288.8558646507102
04Q,Tradewind Aviation,10419,AUO,15167,TEB,2,1363.7329722679722
04Q,Tradewind Aviation,13931,ORF,10519,BCT,2,1226.936293201762
04Q,Tradewind Aviation,10945,CEU,10990,CHO,2,553.120023938319
04Q,Tradewind Aviation,10965,CGF,12197,HPN,2,651.8633844071392
04Q,Tradewind Aviation,11650,FCM,14044,PCT,2,1610.992706681566
04Q,Tradewind Aviation,12587,JZI,10135,ABE,2,1058.696932619912
04Q,Tradewind Aviation,12932,LEB,12197,HPN,2,307.0355669787097
04Q,Tradewind Aviation,13008,LKP,11764,FRG,2,395.69758057703575
04Q,Tradewind Aviation,14307,PVD,15167,TEB,2,240.4189432487717
04Q,Tradewind Aviation,14539,RKD,12197,HPN,2,503.03270423342354
04Q,Tradewind Aviation,15043,SUS,10423,AUS,2,1139.6915736607357
04Q,Tradewind Aviation,15427,UBF,15356,TTN,2,434.187053550814
04Q,Tradewind Aviation,12264,IAD,14307,PVD,2,596.9558579352533
04Q,Tradewind Aviation,12397,ITH,10540,BED,2,423.89345815073534
04Q,Tradewind Aviation,10329,APF,13931,ORF,2,1305.434812437887
04Q,Tradewind Aviation,11764,FRG,10792,BUF,2,504.3764624349426
04Q,Tradewind Aviation,11764,FRG,13398,MMU,2,84.72335107524387
04Q,Tradewind Aviation,11764,FRG,13008,LKP,2,395.69758057703575
04Q,Tradewind Aviation,11764,FRG,10721,BOS,2,270.4265840790571
04Q,Tradewind Aviation,11764,FRG,14182,PNE,2,153.17908515624467
04Q,Tradewind Aviation,10540,BED,12397,ITH,2,423.89345815073534
04Q,Tradewind Aviation,10540,BED,15167,TEB,2,292.3348717019576
04Q,Tradewind Aviation,10540,BED,13535,MVL,2,253.20300772346192
04Q,Tradewind Aviation,14182,PNE,11764,FRG,2,153.17908515624467
04Q,Tradewind Aviation,12197,HPN,15016,STL,2,1442.0873935028235
04Q,Tradewind Aviation,12197,HPN,10154,ACK,2,306.0312326763208
04Q,Tradewind Aviation,12197,HPN,12119,HGR,2,372.3346336129996
04Q,Tradewind Aviation,12197,HPN,10874,CAK,2,649.3092242128184
04Q,Tradewind Aviation,12197,HPN,10990,CHO,2,520.6102747894091
04Q,Tradewind Aviation,12197,HPN,10945,CEU,2,1073.4397021122895
04Q,Tradewind Aviation,12197,HPN,10965,CGF,2,651.8633844071392
04Q,Tradewind Aviation,12197,HPN,14539,RKD,2,503.03270423342354
04Q,Tradewind Aviation,12197,HPN,10721,BOS,2,266.5056816385613
04Q,Tradewind Aviation,12197,HPN,14275,PTK,2,823.2149655587492
04Q,Tradewind Aviation,12197,HPN,14802,SHD,2,542.4396908753389
04Q,Tradewind Aviation,12197,HPN,11612,EVV,2,1230.2633402475997
04Q,Tradewind Aviation,12197,HPN,13541,MVY,2,261.22548965591733
04Q,Tradewind Aviation,12197,HPN,13535,MVL,2,395.7461741271158
04Q,Tradewind Aviation,12197,HPN,14524,RIC,2,503.377414287166
04Q,Tradewind Aviation,12197,HPN,15380,TVC,2,1048.649899788316
04Q,Tradewind Aviation,10721,BOS,12197,HPN,2,266.5056816385613
04Q,Tradewind Aviation,10721,BOS,15167,TEB,2,304.5982955569982
04Q,Tradewind Aviation,14843,SJU,12197,HPN,2,2620.936377110964
04Q,Tradewind Aviation,10374,ASH,14730,SDF,2,1305.3652332367544
04Q,Tradewind Aviation,15167,TEB,15412,TYS,2,1030.9914050099858
04Q,Tradewind Aviation,15167,TEB,11615,EWB,2,275.1520080691129
04Q,Tradewind Aviation,15167,TEB,16091,YIP,2,802.6755261519645
04Q,Tradewind Aviation,15167,TEB,14307,PVD,2,240.4189432487717
04Q,Tradewind Aviation,15167,TEB,12264,IAD,2,358.889500059748
04Q,Tradewind Aviation,15167,TEB,10540,BED,2,292.3348717019576
04Q,Tradewind Aviation,15167,TEB,10721,BOS,2,304.5982955569982
04Q,Tradewind Aviation,15167,TEB,10348,ARB,2,819.9419740609256
04Q,Tradewind Aviation,15167,TEB,10419,AUO,2,1363.7329722679722
04Q,Tradewind Aviation,15167,TEB,13535,MVL,2,426.3970888078381
04Q,Tradewind Aviation,14275,PTK,12197,HPN,2,823.2149655587492
04Q,Tradewind Aviation,10519,BCT,15016,STL,2,1676.4466841452822
04Q,Tradewind Aviation,10519,BCT,10821,BWI,2,1459.3771721445733
04Q,Tradewind Aviation,14802,SHD,12197,HPN,2,542.4396908753389
04Q,Tradewind Aviation,15070,SWF,10198,AGC,2,505.6224133593173
04Q,Tradewind Aviation,11612,EVV,11986,GRR,2,564.2546735779157
04Q,Tradewind Aviation,15027,STX,15024,STT,2,72.98716843034373
04Q,Tradewind Aviation,15356,TTN,15427,UBF,2,434.187053550814
04Q,Tradewind Aviation,14730,SDF,10374,ASH,2,1305.3652332367544
04Q,Tradewind Aviation,10154,ACK,10540,BED,2,169.3113078094161
04Q,Tradewind Aviation,10154,ACK,12197,HPN,2,306.0312326763208
04Q,Tradewind Aviation,10785,BTV,12197,HPN,2,381.3085376565306
04Q,Tradewind Aviation,11986,GRR,12197,HPN,2,996.454099808958
04Q,Tradewind Aviation,12478,JFK,12222,HTO,2,133.34544826373485
04Q,Tradewind Aviation,14524,RIC,12197,HPN,2,503.377414287166
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14576,ROC,10257,ALB,1,317.70175829831834
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14576,ROC,10158,ACY,1,482.23836763673575
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11042,CLE,10158,ACY,1,652.8151949974744
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11042,CLE,12339,IND,1,419.5421491038463
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,13487,MSP,1,848.2335572781312
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,10540,BED,1,991.146477702196
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13360,MLB,12884,LAN,1,1669.9409065256214
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,11618,EWR,1,913.8632320490564
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13871,OMA,1,985.380502513786
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,10874,CAK,1,344.2275482271877
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13342,MKE,1,511.0906776716601
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,10158,ACY,1,869.5753261263088
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,11259,DAL,1,1293.796806868791
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14100,PHL,1,814.0933119125597
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,10693,BNA,1,370.2711155523425
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14112,PIE,1,1252.200261393823
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,11027,CKB,1,383.7236425440768
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,11973,GPT,1,1668.1258457466515
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,11066,CMH,1,476.71750483264657
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,13230,MDT,1,346.5897802064804
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,10781,BTR,1,1764.56459091107
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,14122,PIT,1,299.5075348223544
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,14576,ROC,1,88.30899852398872
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,13303,MIA,1,0.0
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,15016,STL,1,1721.5225318931227
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,10185,AEX,1,1344.7591259207609
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,11067,CMI,1,1748.6150833891634
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,10747,BRO,1,1713.5969115796763
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,11953,GNV,1,474.9297034383417
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,15096,SYR,1,1962.575010477669
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,12896,LBB,1,2249.77614596282
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,10158,ACY,1,1609.656581930261
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,13203,MCN,1,833.1884983920955
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,14092,PGV,1,1128.724510567875
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,11259,DAL,1,1783.7691575430524
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,13341,MKC,1,1994.069224584187
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,13495,MSY,1,1084.6389511139364
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,12945,LEX,1,1420.4106732269363
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,10529,BDL,1,1925.554662514358
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,14112,PIE,1,334.25459070744915
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,15249,TLH,1,648.2930728441881
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,14843,SJU,1,1682.025960063508
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13303,MIA,13204,MCO,1,309.7749492999219
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,ORD,14492,RDU,1,1039.040166011228
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,ORD,11764,FRG,1,1216.186636484586
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13930,ORD,14107,PHX,1,2313.1290197044013
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,11292,DEN,1,1235.515919709242
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,15153,TCL,1,662.8168623781166
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,14122,PIT,1,889.0901070445119
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,10397,ATL,1,779.0208292158259
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,10868,CAE,1,985.3420885468332
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,11027,CKB,1,877.8357826415063
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",15016,STL,12954,LGB,1,2539.4144546532143
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10627,BIS,13433,MOT,1,169.89196650806534
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10627,BIS,11563,ENV,1,1259.0653571698087
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10980,CHA,15412,TYS,1,139.2764901139025
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10980,CHA,12451,JAX,1,602.4189959065885
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11140,CRP,11563,ENV,1,2085.9547101332623
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11140,CRP,12206,HRL,1,172.46162420031638
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10713,BOI,11563,ENV,1,364.4703300674381
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,SAT,14869,SLC,1,1749.195404151213
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",14683,SAT,11563,ENV,1,1878.611884233956
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11638,FAT,10590,IFP,1,498.0455134067628
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11638,FAT,13476,MRY,1,190.58851950294692
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10792,BUF,1,1775.1857428945464
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,13303,MIA,1,1344.7591259207609
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10185,AEX,1,0.0
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,12266,IAH,1,306.03515253324787
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,14259,PSM,1,2314.660121273744
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,11150,CSG,1,730.0894633601765
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,11540,ELP,1,1310.259241593404
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10747,BRO,1,767.9357563568816
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,13230,MDT,1,1727.992704545797
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10466,AZA,1,1806.3678140806137
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,13487,MSP,1,1508.320232197027
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,11259,DAL,1,439.018444176635
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,12945,LEX,1,1040.150744895086
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,14730,SDF,1,982.6897290654132
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,GPT,10792,BUF,1,1668.1258457466515
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,GPT,13303,MIA,1,1001.7951991243972
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,GPT,11066,CMH,1,1204.2385311901144
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,GPT,12451,JAX,1,707.5800910114729
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,GPT,10821,BWI,1,1491.7451802072346
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,GPT,12339,IND,1,1065.430544177121
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,GPT,14492,RDU,1,1133.2363978703568
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,GPT,15249,TLH,1,452.5615276897615
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,GPT,10397,ATL,1,565.9942414319908
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11973,GPT,14524,RIC,1,1338.8909544480152
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,LNK,11618,EWR,1,1897.13106390756
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,LNK,13342,MKE,1,769.1801428696461
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,LNK,13485,MSN,1,663.7421006551576
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,LNK,14100,PHL,1,1821.8797073356372
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,LNK,10529,BDL,1,2005.3200902189703
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13029,LNK,13232,MDW,1,758.9652126499723
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,11066,CMH,1,458.5764507596476
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,11111,COU,1,364.6310485493512
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,10821,BWI,1,998.4121703405818
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,16091,YIP,1,466.7140837334786
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,11834,FYV,1,683.5152537531122
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,12896,LBB,1,1395.7460608117713
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,13485,MSN,1,355.90301582817074
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,13244,MEM,1,575.3765339101075
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,12884,LAN,1,433.0357929801011
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,15249,TLH,1,1129.61582719258
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,15356,TTN,1,1143.4552681866076
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12266,IAH,13256,MFE,1,509.9819034698471
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",12266,IAH,10590,IFP,1,1886.782189728807
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13256,MFE,13061,LRD,1,194.59857652738083
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13256,MFE,11563,ENV,1,2174.929665711461
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",13256,MFE,10590,IFP,1,1849.0552121115768
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,10792,BUF,1,476.71750483264657
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,13930,ORD,1,474.7671806455247
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11973,GPT,1,1204.2385311901144
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11067,CMI,1,458.5764507596476
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11618,EWR,1,743.0367686772511
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11995,GSO,1,504.3119001147657
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11267,DAY,1,113.62469762319026
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,10821,BWI,1,540.9428915830927
